"itemid","clock","num","value_min","value_avg","value_max"
"26690","1659578400","60","0.0025","0.0195","0.1000"
"26690","1659582000","60","0.0012","0.0192","0.0900"
"26690","1659585600","60","0.0025","0.0192","0.0625"
"26690","1659589200","60","0.0025","0.0216","0.0800"
"26690","1659592800","60","0.0012","0.0166","0.0725"
"26690","1659596400","60","0.0038","0.0257","0.0838"
"26690","1659600000","60","0.0038","0.0218","0.0725"
"26690","1659603600","60","0.0025","0.0218","0.0688"
"26690","1659607200","60","0.0012","0.0241","0.1538"
"26690","1659610800","60","0.0038","0.0249","0.1075"
"26690","1659614400","60","0.0075","0.1973","1.0962"
"26690","1659618000","60","0.0388","0.3096","1.4050"
"26690","1659621600","60","0.0200","0.0939","0.2162"
"26690","1659625200","60","0.0025","0.0502","0.1650"
"26690","1659628800","60","0.0050","0.0560","0.1950"
"26690","1659632400","60","0.0050","0.0479","0.1562"
"26690","1659636000","60","0.0088","0.0455","0.1100"
"26690","1659639600","60","0.0075","0.0370","0.1350"
"26690","1659643200","60","0.0038","0.0303","0.0688"
"26690","1659646800","60","0.0038","0.0266","0.0550"
"26690","1659650400","60","0.0025","0.0282","0.0662"
"26690","1659654000","60","0.0025","0.0534","0.1388"
"26690","1659657600","60","0.0150","0.0559","0.1688"
"26690","1659661200","60","0.0125","0.0750","0.2288"
"26690","1659664800","60","0.0288","0.0864","0.2750"
"26690","1659668400","60","0.0400","0.1164","0.3113"
"26690","1659672000","60","0.0425","0.1181","0.2412"
"26690","1659675600","60","0.0825","0.2092","0.4125"
"26690","1659679200","60","0.1362","0.2483","0.4800"
"26690","1659682800","60","0.0850","0.2349","0.9188"
"26690","1659686400","60","0.0662","0.1950","0.3262"
"26690","1659690000","60","0.0325","0.1042","0.1750"
"26690","1659693600","60","0.0575","0.1447","0.3462"
"26690","1659697200","60","0.0600","0.1278","0.3038"
"26690","1659700800","60","0.0400","0.1064","0.2262"
"26690","1659704400","60","0.0188","0.0871","0.2000"
"26690","1659708000","60","0.0125","0.0432","0.1050"
"26690","1659711600","60","0.0112","0.0289","0.0525"
"26690","1659715200","60","0.0125","0.0437","0.1000"
"26690","1659718800","60","0.0075","0.0319","0.0800"
"26690","1659722400","60","0.0100","0.0303","0.0962"
"26690","1659726000","60","0.0062","0.0311","0.0962"
"26690","1659729600","60","0.0075","0.0287","0.0600"
"26690","1659733200","60","0.0062","0.0254","0.0600"
"26690","1659736800","60","0.0012","0.0179","0.0462"
"26690","1659740400","60","0.0038","0.0173","0.0388"
"26690","1659744000","60","0.0038","0.0187","0.0588"
"26690","1659747600","60","0.0050","0.0210","0.0675"
"26690","1659751200","60","0.0025","0.0199","0.0425"
"26690","1659754800","60","0.0025","0.0255","0.0912"
"26690","1659758400","60","0.0025","0.0304","0.1800"
"26690","1659762000","60","0.0062","0.0315","0.0875"
"26690","1659765600","60","0.0050","0.0217","0.0538"
"26690","1659769200","60","0.0050","0.0239","0.0812"
"26690","1659772800","60","0.0038","0.0269","0.0662"
"26690","1659776400","60","0.0012","0.0240","0.0675"
"26690","1659780000","60","0.0012","0.0198","0.1000"
"26690","1659783600","60","0.0050","0.0250","0.0800"
"26690","1659787200","60","0.0025","0.0307","0.1000"
"26690","1659790800","60","0.0062","0.0257","0.0725"
"26690","1659794400","60","0.0050","0.0339","0.0950"
"26690","1659798000","60","0.0062","0.0265","0.0750"
"26690","1659801600","60","0.0038","0.0268","0.0788"
"26690","1659805200","60","0.0038","0.0262","0.0750"
"26690","1659808800","60","0.0025","0.0264","0.0550"
"26690","1659812400","60","0.0038","0.0236","0.0762"
"26690","1659816000","60","0.0038","0.0246","0.0650"
"26690","1659819600","60","0.0012","0.0275","0.0850"
"26690","1659823200","60","0.0050","0.0204","0.0725"
"26690","1659826800","60","0.0050","0.0193","0.0475"
"26690","1659830400","60","0.0012","0.0194","0.0838"
"26690","1659834000","60","0.0038","0.0187","0.0425"
"26690","1659837600","60","0.0025","0.0190","0.0488"
"26690","1659841200","60","0.0012","0.0182","0.0400"
"26690","1659844800","60","0.0025","0.0231","0.0850"
"26690","1659848400","60","0.0050","0.0287","0.1262"
"26690","1659852000","60","0.0012","0.0278","0.0850"
"26690","1659855600","60","0.0050","0.0231","0.0575"
"26690","1659859200","60","0.0050","0.0275","0.0688"
"26690","1659862800","60","0.0025","0.0217","0.0950"
"26690","1659866400","60","0.0025","0.0263","0.0925"
"26690","1659870000","60","0.0088","0.0334","0.1088"
"26690","1659873600","60","0.0100","0.0405","0.1162"
"26690","1659877200","60","0.0088","0.0310","0.0862"
"26690","1659880800","60","0.0050","0.0304","0.0750"
"26690","1659884400","60","0.0025","0.0257","0.1013"
"26690","1659888000","60","0.0050","0.0346","0.1225"
"26690","1659891600","60","0.0062","0.0293","0.0675"
"26690","1659895200","60","0.0038","0.0316","0.0750"
"26690","1659898800","60","0.0025","0.0245","0.0575"
"26690","1659902400","60","0.0062","0.0307","0.1162"
"26690","1659906000","60","0.0062","0.0264","0.0925"
"26690","1659909600","60","0.0012","0.0217","0.0462"
"26690","1659913200","60","0.0062","0.0441","0.1688"
"26690","1659916800","60","0.0138","0.0468","0.1112"
"26690","1659920400","60","0.0162","0.0678","0.1662"
"26690","1659924000","60","0.0412","0.1333","0.5750"
"26690","1659927600","60","0.0300","0.1069","0.2900"
"26690","1659931200","60","0.0438","0.1349","0.3438"
"26690","1659934800","60","0.0838","0.2516","0.6825"
"26690","1659938400","60","0.0988","0.3020","0.5888"
"26690","1659942000","60","0.1450","0.2750","0.4450"
"26690","1659945600","60","0.1312","0.3283","1.0288"
"26690","1659949200","60","0.1338","0.4586","0.8562"
"26690","1659952800","60","0.1788","0.4548","2.1513"
"26690","1659956400","60","0.1762","0.2788","0.4212"
"26690","1659960000","60","0.0012","0.0401","0.2812"
"26690","1659963600","60","0.0025","0.0192","0.0562"
"26690","1659967200","60","0.0012","0.0196","0.0600"
"26690","1659970800","60","0.0025","0.0223","0.0588"
"26690","1659974400","60","0.0062","0.0234","0.0550"
"26690","1659978000","60","0.0038","0.0209","0.0525"
"26690","1659981600","60","0.0025","0.0172","0.0475"
"26690","1659985200","60","0.0038","0.0201","0.0762"
"26690","1659988800","60","0.0050","0.0194","0.0512"
"26690","1659992400","60","0.0000","0.0182","0.0625"
"26690","1659996000","60","0.0012","0.0190","0.0538"
"26690","1659999600","60","0.0012","0.0160","0.0562"
"26690","1660003200","60","0.0000","0.0146","0.0562"
"26690","1660006800","60","0.0012","0.0176","0.0638"
"26690","1660010400","60","0.0025","0.0149","0.0500"
"26690","1660014000","60","0.0025","0.0157","0.0375"
"26690","1660017600","60","0.0012","0.0167","0.0550"
"26690","1660021200","60","0.0012","0.0174","0.0388"
"26690","1660024800","60","0.0012","0.0193","0.0900"
"26690","1660028400","60","0.0050","0.0155","0.0375"
"26690","1660032000","60","0.0038","0.0186","0.0600"
"26690","1660035600","60","0.0012","0.0172","0.0462"
"26690","1660039200","60","0.0012","0.0159","0.0625"
"26690","1660042800","60","0.0038","0.0217","0.0788"
"26690","1660046400","60","0.0075","0.0297","0.0812"
"26690","1660050000","60","0.0038","0.0201","0.0550"
"26690","1660053600","60","0.0050","0.0245","0.0725"
"26690","1660057200","60","0.0038","0.0194","0.0538"
"26690","1660060800","60","0.0025","0.0191","0.0412"
"26690","1660064400","60","0.0025","0.0173","0.0512"
"26690","1660068000","60","0.0062","0.0234","0.0825"
"26690","1660071600","60","0.0000","0.0228","0.1112"
"26690","1660075200","60","0.0050","0.0267","0.0800"
"26690","1660078800","60","0.0025","0.0249","0.0538"
"26690","1660082400","60","0.0038","0.0192","0.0550"
"26690","1660086000","60","0.0012","0.0167","0.0800"
"26690","1660089600","60","0.0012","0.0177","0.0488"
"26690","1660093200","60","0.0012","0.0150","0.0388"
"26690","1660096800","60","0.0025","0.0165","0.0425"
"26690","1660100400","60","0.0012","0.0163","0.0538"
"26690","1660104000","60","0.0012","0.0155","0.0450"
"26690","1660107600","60","0.0025","0.0145","0.0475"
"26690","1660111200","60","0.0012","0.0160","0.0400"
"26690","1660114800","60","0.0012","0.0169","0.0538"
"26690","1660118400","60","0.0025","0.0160","0.0412"
"26690","1660122000","60","0.0012","0.0167","0.0600"
"26690","1660125600","60","0.0012","0.0187","0.0412"
"26690","1660129200","60","0.0050","0.0250","0.1100"
"26690","1660132800","60","0.0062","0.0272","0.0600"
"26690","1660136400","60","0.0025","0.0224","0.0475"
"26690","1660140000","60","0.0012","0.0234","0.0562"
"26690","1660143600","60","0.0012","0.0201","0.0512"
"26690","1660147200","60","0.0050","0.0286","0.0725"
"26690","1660150800","60","0.0038","0.0213","0.0412"
"26690","1660154400","60","0.0025","0.0215","0.0762"
"26690","1660158000","60","0.0012","0.0206","0.0662"
"26690","1660161600","60","0.0050","0.0231","0.0625"
"26690","1660165200","60","0.0025","0.0144","0.0675"
"26690","1660168800","60","0.0038","0.0164","0.0462"
"26690","1660172400","60","0.0012","0.0159","0.0512"
"26690","1660176000","60","0.0000","0.0171","0.0588"
"26690","1660179600","60","0.0012","0.0148","0.0412"
"26690","1660183200","60","0.0012","0.0167","0.0662"
"26690","1660186800","60","0.0012","0.0164","0.0575"
"26690","1660190400","60","0.0012","0.0166","0.0462"
"26690","1660194000","60","0.0012","0.0200","0.1600"
"26690","1660197600","60","0.0038","0.0173","0.0438"
"26690","1660201200","60","0.0012","0.0160","0.0612"
"26690","1660204800","60","0.0038","0.0165","0.0388"
"26690","1660208400","60","0.0012","0.0147","0.0488"
"26690","1660212000","60","0.0012","0.0131","0.0425"
"26690","1660215600","60","0.0012","0.1646","0.5525"
"26690","1660219200","60","0.0725","0.3528","1.3950"
"26690","1660222800","60","0.0862","0.2470","0.5600"
"26690","1660226400","60","0.0175","0.0900","0.2462"
"26690","1660230000","60","0.0100","0.0497","0.1375"
"26690","1660233600","60","0.0075","0.0607","0.1775"
"26690","1660237200","60","0.0062","0.0341","0.1200"
"26690","1660240800","60","0.0025","0.0355","0.0950"
"26690","1660244400","60","0.0038","0.0321","0.0800"
"26690","1660248000","60","0.0038","0.0265","0.0662"
"26690","1660251600","60","0.0075","0.0377","0.2875"
"26690","1660255200","60","0.0038","0.0379","0.1100"
"26690","1660258800","60","0.0112","0.0531","0.1350"
"26690","1660262400","60","0.0188","0.0772","0.1713"
"26690","1660266000","60","0.0225","0.0794","0.1562"
"26690","1660269600","60","0.0125","0.0923","0.3175"
"26690","1660273200","60","0.0388","0.1492","0.2888"
"26690","1660276800","60","0.0725","0.1742","0.3425"
"26690","1660280400","60","0.1225","0.2748","0.6250"
"26690","1660284000","60","0.1762","0.3366","0.9250"
"26690","1660287600","60","0.2162","0.4589","1.0550"
"26690","1660291200","60","0.1400","0.3190","0.7700"
"26690","1660294800","60","0.0875","0.2181","0.4412"
"26690","1660298400","60","0.1100","0.2288","0.3862"
"26690","1660302000","60","0.1388","0.2735","0.5300"
"26690","1660305600","60","0.1238","0.2983","0.5950"
"26690","1660309200","60","0.0862","0.6104","2.6700"
"26690","1660312800","60","0.3250","0.5067","0.6838"
"26690","1660316400","60","0.0012","0.1453","0.6300"
"26690","1660320000","60","0.0050","0.0268","0.0825"
"26690","1660323600","60","0.0050","0.0265","0.0925"
"26690","1660327200","60","0.0050","0.0244","0.0588"
"26690","1660330800","60","0.0025","0.0190","0.0588"
"26690","1660334400","60","0.0025","0.0218","0.0688"
"26690","1660338000","60","0.0038","0.0218","0.0650"
"26690","1660341600","60","0.0012","0.0133","0.0412"
"26690","1660345200","60","0.0025","0.0204","0.0675"
"26690","1660348800","60","0.0025","0.0170","0.0538"
"26690","1660352400","60","0.0012","0.0158","0.0650"
"26690","1660356000","60","0.0012","0.0168","0.0650"
"26690","1660359600","60","0.0012","0.0161","0.0500"
"26690","1660363200","60","0.0000","0.0162","0.0575"
"26690","1660366800","60","0.0012","0.0146","0.0800"
"26690","1660370400","60","0.0012","0.0146","0.0562"
"26690","1660374000","60","0.0012","0.0189","0.1475"
"26690","1660377600","60","0.0025","0.0146","0.0375"
"26690","1660381200","60","0.0000","0.0129","0.0362"
"26690","1660384800","60","0.0012","0.0165","0.0850"
"26690","1660388400","60","0.0012","0.0162","0.0438"
"26690","1660392000","60","0.0038","0.0230","0.0625"
"26690","1660395600","60","0.0050","0.0228","0.0650"
"26690","1660399200","60","0.0012","0.0245","0.0650"
"26690","1660402800","60","0.0025","0.0218","0.0600"
"26690","1660406400","60","0.0050","0.0205","0.0475"
"26690","1660410000","60","0.0012","0.0222","0.0662"
"26690","1660413600","60","0.0025","0.0177","0.0388"
"26690","1660417200","60","0.0025","0.0161","0.0450"
"26690","1660420800","60","0.0038","0.0252","0.0638"
"26690","1660424400","60","0.0038","0.0216","0.0562"
"26690","1660428000","60","0.0025","0.0182","0.0662"
"26690","1660431600","60","0.0012","0.0155","0.0450"
"26690","1660435200","60","0.0012","0.0136","0.0350"
"26690","1660438800","60","0.0012","0.0157","0.0488"
"26690","1660442400","60","0.0025","0.0142","0.0462"
"26690","1660446000","60","0.0038","0.0189","0.0512"
"26690","1660449600","60","0.0025","0.0200","0.0875"
"26690","1660453200","60","0.0025","0.0178","0.0488"
"26690","1660456800","60","0.0025","0.0179","0.0650"
"26690","1660460400","60","0.0012","0.0160","0.0512"
"26690","1660464000","60","0.0012","0.0156","0.0512"
"26690","1660467600","60","0.0012","0.0136","0.0700"
"26690","1660471200","60","0.0025","0.0182","0.0625"
"26690","1660474800","60","0.0025","0.0213","0.0725"
"26690","1660478400","60","0.0075","0.0258","0.0662"
"26690","1660482000","60","0.0050","0.0246","0.0638"
"26690","1660485600","60","0.0025","0.0204","0.0750"
"26690","1660489200","60","0.0012","0.0194","0.0575"
"26690","1660492800","60","0.0050","0.0267","0.0888"
"26690","1660496400","60","0.0038","0.0243","0.0588"
"26690","1660500000","60","0.0025","0.0246","0.0738"
"26690","1660503600","60","0.0038","0.0209","0.0650"
"26690","1660507200","60","0.0025","0.0202","0.0538"
"26690","1660510800","60","0.0025","0.0170","0.0788"
"26690","1660514400","60","0.0012","0.0135","0.0388"
"26690","1660518000","60","0.0012","0.0332","0.1612"
"26690","1660521600","60","0.0188","0.0869","0.1950"
"26690","1660525200","60","0.0438","0.1275","0.3050"
"26690","1660528800","60","0.0300","0.1494","0.3900"
"26690","1660532400","60","0.0625","0.1629","0.3412"
"26690","1660536000","60","0.0712","0.1909","0.3325"
"26690","1660539600","60","0.1175","0.3696","2.6425"
"26690","1660543200","60","0.3062","0.5684","1.2875"
"26690","1660546800","60","0.3012","0.5218","0.8962"
"26690","1660550400","60","0.0062","0.3846","0.7412"
"26690","1660554000","60","0.0012","0.0184","0.0712"
"26690","1660557600","60","0.0012","0.0127","0.0400"
"26690","1660561200","60","0.0025","0.0180","0.0500"
"26690","1660564800","60","0.0012","0.0239","0.0900"
"26690","1660568400","60","0.0038","0.0208","0.0638"
"26690","1660572000","60","0.0012","0.0233","0.0650"
"26690","1660575600","60","0.0025","0.0257","0.1038"
"26690","1660579200","60","0.0025","0.0248","0.0588"
"26690","1660582800","60","0.0038","0.0213","0.0612"
"26690","1660586400","60","0.0038","0.0217","0.0775"
"26690","1660590000","60","0.0025","0.0230","0.0738"
"26690","1660593600","60","0.0038","0.0193","0.0725"
"26690","1660597200","60","0.0038","0.0195","0.0625"
"26690","1660600800","60","0.0012","0.0189","0.0800"
"26690","1660604400","60","0.0012","0.0147","0.0450"
"26690","1660608000","60","0.0012","0.0157","0.0625"
"26690","1660611600","60","0.0012","0.0167","0.1013"
"26690","1660615200","60","0.0538","0.1196","0.1950"
"26690","1660618800","60","0.0575","0.1277","0.1800"
"26690","1660622400","60","0.0575","0.1271","0.1762"
"26690","1660626000","60","0.0550","0.1200","0.1862"
"26690","1660629600","60","0.0550","0.1215","0.1562"
"26690","1660633200","60","0.0588","0.1210","0.1638"
"26690","1660636800","60","0.0525","0.1296","0.1775"
"26690","1660640400","60","0.0650","0.1235","0.1788"
"26690","1660644000","60","0.0688","0.2840","0.7362"
"26690","1660647600","60","0.3125","0.5662","1.4262"
"26690","1660651200","60","0.3137","0.7342","2.0950"
"26690","1660654800","60","0.0650","0.3927","1.0888"
"26690","1660658400","60","0.0600","0.2200","0.9838"
"26690","1660662000","60","0.0538","0.1300","0.1838"
"26690","1660665600","60","0.0538","0.1322","0.1975"
"26690","1660669200","60","0.0562","0.1385","0.2050"
"26690","1660672800","60","0.0662","0.1377","0.1850"
"26690","1660676400","60","0.0762","0.1346","0.2362"
"26690","1660680000","60","0.0612","0.1306","0.1862"
"26690","1660683600","60","0.0612","0.1272","0.1713"
"26690","1660687200","60","0.0588","0.1215","0.2013"
"26690","1660690800","60","0.0488","0.1177","0.1688"
"26690","1660694400","59","0.0538","0.1234","0.1862"
"26690","1660698000","60","0.0538","0.1204","0.1650"
"26690","1660701600","60","0.0538","0.1266","0.2050"
"26690","1660705200","60","0.0588","0.1150","0.1700"
"26690","1660708800","60","0.0575","0.1185","0.1562"
"26690","1660712400","60","0.0550","0.1221","0.1775"
"26690","1660716000","60","0.0600","0.1199","0.1775"
"26690","1660719600","60","0.0588","0.1234","0.1812"
"26690","1660723200","60","0.0625","0.1255","0.1788"
"26690","1660726800","60","0.0512","0.1274","0.1725"
"26690","1660730400","60","0.0562","0.1303","0.1862"
"26690","1660734000","60","0.0875","0.1419","0.1900"
"26690","1660737600","60","0.0675","0.1441","0.2225"
"26690","1660741200","60","0.0812","0.1403","0.1938"
"26690","1660744800","60","0.0500","0.1356","0.1862"
"26690","1660748400","60","0.0712","0.1395","0.1988"
"26690","1660752000","60","0.0700","0.1407","0.1912"
"26690","1660755600","60","0.0650","0.1450","0.2537"
"26690","1660759200","60","0.0625","0.1331","0.1938"
"26690","1660762800","60","0.0562","0.1402","0.2112"
"26690","1660766400","60","0.0575","0.1394","0.2188"
"26690","1660770000","60","0.0588","0.1362","0.1912"
"26690","1660773600","60","0.0675","0.1374","0.2275"
"26690","1660777200","60","0.0700","0.1271","0.1962"
"26690","1660780800","60","0.0538","0.1254","0.1962"
"26690","1660784400","60","0.0625","0.1215","0.1575"
"26690","1660788000","60","0.0588","0.1255","0.1838"
"26690","1660791600","60","0.0538","0.1241","0.2062"
"26690","1660795200","60","0.0588","0.1239","0.1625"
"26690","1660798800","60","0.0525","0.1248","0.3288"
"26690","1660802400","60","0.0550","0.1218","0.1788"
"26690","1660806000","60","0.0538","0.1286","0.2338"
"26690","1660809600","60","0.0550","0.1269","0.2288"
"26690","1660813200","60","0.0512","0.1181","0.1662"
"26690","1660816800","60","0.0562","0.1235","0.1688"
"26690","1660820400","60","0.0550","0.1311","0.1825"
"26690","1660824000","60","0.0662","0.1495","0.2525"
"26690","1660827600","60","0.0612","0.1402","0.2362"
"26690","1660831200","60","0.0625","0.1519","0.3725"
"26690","1660834800","60","0.1000","0.1812","0.2912"
"26690","1660838400","60","0.0812","0.1756","0.2888"
"26690","1660842000","60","0.0762","0.1671","0.2600"
"26690","1660845600","60","0.0788","0.1612","0.3137"
"26690","1660849200","60","0.0700","0.1549","0.2325"
"26690","1660852800","60","0.0562","0.1482","0.2525"
"26690","1660856400","60","0.0575","0.1389","0.2300"
"26690","1660860000","60","0.0712","0.1403","0.2288"
"26690","1660863600","60","0.0750","0.1599","0.2262"
"26690","1660867200","60","0.0838","0.1712","0.2688"
"26690","1660870800","60","0.1250","0.2369","0.3425"
"26690","1660874400","60","0.1450","0.2622","0.4262"
"26690","1660878000","60","0.1275","0.2686","0.4562"
"26690","1660881600","60","0.1700","0.3286","0.5425"
"26690","1660885200","60","0.2562","0.4399","0.8025"
"26690","1660888800","60","0.3038","0.6205","0.9325"
"26690","1660892400","60","0.4138","0.6195","1.3088"
"26690","1660896000","60","0.2938","0.6060","0.8888"
"26690","1660899600","60","0.2400","0.4299","0.6850"
"26690","1660903200","60","0.2212","0.4257","0.7012"
"26690","1660906800","60","0.3000","0.4899","0.7600"
"26690","1660910400","60","0.3425","0.6321","1.2475"
"26690","1660914000","60","0.1688","0.3607","0.8025"
"26690","1660917600","60","0.1338","0.2449","0.4512"
"26690","1660921200","60","0.0812","0.1750","0.3275"
"26690","1660924800","60","0.0762","0.1679","0.2962"
"26690","1660928400","60","0.0812","0.1664","0.2725"
"26690","1660932000","60","0.0700","0.1562","0.2412"
"26690","1660935600","60","0.0700","0.1784","0.4000"
"26690","1660939200","60","0.0662","0.1614","0.2650"
"26690","1660942800","60","0.0700","0.1530","0.3262"
"26690","1660946400","60","0.0750","0.1484","0.2425"
"26690","1660950000","60","0.0600","0.1383","0.2512"
"26690","1660953600","60","0.0625","0.1375","0.2100"
"26690","1660957200","60","0.0725","0.1405","0.2150"
"26690","1660960800","60","0.0750","0.1388","0.2225"
"26690","1660964400","60","0.0512","0.1300","0.1825"
"26690","1660968000","60","0.0675","0.1402","0.2162"
"26690","1660971600","60","0.0762","0.1552","0.2450"
"26690","1660975200","60","0.0825","0.1520","0.2550"
"26690","1660978800","60","0.0600","0.1731","0.3550"
"26690","1660982400","60","0.0788","0.1618","0.3612"
"26690","1660986000","60","0.0600","0.1368","0.2125"
"26690","1660989600","60","0.0488","0.1377","0.2075"
"26690","1660993200","60","0.0575","0.1492","0.2388"
"26690","1660996800","60","0.0775","0.1637","0.2750"
"26690","1661000400","60","0.0712","0.1583","0.2612"
"26690","1661004000","60","0.0575","0.1431","0.2388"
"26690","1661007600","60","0.0588","0.1470","0.2512"
"26690","1661011200","60","0.0738","0.1553","0.2338"
"26690","1661014800","60","0.0762","0.1506","0.2275"
"26690","1661018400","60","0.0562","0.1510","0.2325"
"26690","1661022000","60","0.0675","0.1436","0.2125"
"26690","1661025600","60","0.0612","0.1502","0.2962"
"26690","1661029200","60","0.0638","0.1434","0.2212"
"26690","1661032800","60","0.0688","0.1377","0.2550"
"26690","1661036400","60","0.0662","0.1306","0.2000"
"26690","1661040000","60","0.0575","0.1282","0.2075"
"26690","1661043600","60","0.0650","0.1334","0.2062"
"26690","1661047200","60","0.0775","0.1422","0.2375"
"26690","1661050800","60","0.0712","0.1360","0.1988"
"26690","1661054400","60","0.0712","0.1365","0.2312"
"26690","1661058000","60","0.0575","0.1475","0.2537"
"26690","1661061600","60","0.0138","0.1206","0.2288"
"26690","1661065200","60","0.0075","0.0500","0.1950"
"26690","1661068800","60","0.0075","0.1475","0.5962"
"26690","1661072400","60","0.0100","0.0438","0.1162"
"26690","1661076000","60","0.0038","0.0325","0.1325"
"26690","1661079600","60","0.0025","0.0503","0.1588"
"26690","1661083200","60","0.0112","0.0392","0.1762"
"26690","1661086800","60","0.0100","0.0419","0.1125"
"26690","1661090400","60","0.0100","0.0387","0.1438"
"26690","1661094000","60","0.0100","0.0406","0.1438"
"26690","1661097600","60","0.0038","0.0451","0.1150"
"26690","1661101200","60","0.0075","0.0458","0.1500"
"26690","1661104800","60","0.0062","0.0406","0.1162"
"26690","1661108400","60","0.0038","0.0280","0.0938"
"26690","1661112000","60","0.0050","0.0245","0.0888"
"26690","1661115600","60","0.0025","0.0277","0.1312"
"26690","1661119200","60","0.0025","0.0375","0.1625"
"26690","1661122800","60","0.0088","0.0515","0.1500"
"26690","1661126400","60","0.0162","0.0744","0.1825"
"26690","1661130000","57","0.0025","0.0771","0.2462"
"26690","1661133600","58","0.0025","0.0208","0.1075"
"26690","1661137200","60","0.0000","0.0157","0.0600"
"26690","1661140800","60","0.0025","0.0154","0.0562"
"26690","1661144400","60","0.0038","0.3622","0.8862"
"26690","1661148000","60","0.2838","0.5353","0.8288"
"26690","1661151600","60","0.2262","0.5351","0.9262"
"26690","1661155200","60","0.2525","0.4991","1.2463"
"26690","1661158800","60","0.0000","0.3332","2.1362"
"26690","1661162400","60","0.0012","0.0160","0.0400"
"26690","1661166000","60","0.0050","0.0203","0.0538"
"26690","1661169600","60","0.0038","0.0255","0.0812"
"26690","1661173200","60","0.0038","0.0208","0.0538"
"26690","1661176800","60","0.0025","0.0207","0.0512"
"26690","1661180400","60","0.0038","0.0213","0.1162"
"26690","1661184000","60","0.0025","0.0252","0.0625"
"26690","1661187600","60","0.0012","0.0240","0.0712"
"26690","1661191200","60","0.0062","0.0237","0.0600"
"26690","1661194800","60","0.0050","0.0247","0.0700"
"26690","1661198400","60","0.0025","0.0214","0.0462"
"26690","1661202000","60","0.0012","0.0188","0.0550"
"26690","1661205600","60","0.0038","0.0200","0.0725"
"26690","1661209200","60","0.0025","0.0140","0.0488"
"26690","1661212800","60","0.0012","0.0160","0.0512"
"26690","1661216400","60","0.0025","0.0123","0.0288"
"26690","1661220000","60","0.0012","0.0178","0.0600"
"26690","1661223600","60","0.0012","0.0169","0.1050"
"26690","1661227200","60","0.0000","0.0165","0.0512"
"26690","1661230800","60","0.0000","0.0161","0.0938"
"26690","1661234400","60","0.0038","0.0167","0.0562"
"26690","1661238000","60","0.0012","0.0146","0.0788"
"26690","1661241600","60","0.0012","0.0141","0.0650"
"26690","1661245200","60","0.0012","0.0201","0.0862"
"26690","1661248800","60","0.0012","0.1391","1.3562"
"26690","1661252400","60","0.0062","0.0197","0.0688"
"26690","1661256000","60","0.0038","0.0222","0.0788"
"26690","1661259600","60","0.0038","0.0228","0.0600"
"26690","1661263200","60","0.0025","0.0197","0.0850"
"26690","1661266800","60","0.0050","0.0214","0.0700"
"26690","1661270400","60","0.0025","0.0230","0.0550"
"26690","1661274000","60","0.0038","0.0263","0.0762"
"26690","1661277600","60","0.0012","0.0213","0.0938"
"26690","1661281200","60","0.0012","0.0226","0.0662"
"26690","1661284800","60","0.0012","0.0213","0.0925"
"26690","1661288400","60","0.0012","0.0195","0.0725"
"26690","1661292000","60","0.0012","0.0139","0.0500"
"26690","1661295600","60","0.0012","0.0178","0.0950"
"26690","1661299200","60","0.0025","0.0177","0.0488"
"26690","1661302800","60","0.0012","0.0177","0.0700"
"26690","1661306400","60","0.0012","0.0150","0.0512"
"26690","1661310000","60","0.0000","0.0170","0.0562"
"26690","1661313600","60","0.0012","0.0172","0.0650"
"26690","1661317200","60","0.0025","0.0160","0.0488"
"26690","1661320800","60","0.0050","0.0219","0.1512"
"26690","1661324400","60","0.0025","0.0183","0.0475"
"26690","1661328000","60","0.0012","0.0178","0.0775"
"26690","1661331600","60","0.0012","0.0214","0.0900"
"26690","1661335200","60","0.0000","0.0164","0.0912"
"26690","1661338800","60","0.0000","0.0221","0.0675"
"26690","1661342400","60","0.0025","0.0279","0.0875"
"26690","1661346000","60","0.0050","0.0233","0.0588"
"26690","1661349600","60","0.0050","0.0221","0.0675"
"26690","1661353200","60","0.0038","0.0221","0.0512"
"26690","1661356800","60","0.0025","0.0240","0.0788"
"26690","1661360400","60","0.0012","0.0256","0.0712"
"26690","1661364000","60","0.0075","0.0460","0.0988"
"26690","1661367600","60","0.0088","0.0344","0.1000"
"26690","1661371200","60","0.0050","0.0367","0.0875"
"26690","1661374800","60","0.0050","0.0426","0.1612"
"26690","1661378400","60","0.0062","0.0525","0.1525"
"26690","1661382000","60","0.0213","0.0827","0.2150"
"26690","1661385600","60","0.0288","0.0986","0.1800"
"26690","1661389200","60","0.0525","0.1471","0.3275"
"26690","1661392800","60","0.0600","0.1355","0.2562"
"26690","1661396400","60","0.0575","0.1981","0.4338"
"26690","1661400000","60","0.1475","0.2762","0.4812"
"26690","1661403600","60","0.2350","0.3926","0.6838"
"26690","1661407200","60","0.3038","0.5509","1.2663"
"26690","1661410800","60","0.2625","0.5024","1.0925"
"26690","1661414400","60","0.3300","0.6142","1.0413"
"26690","1661418000","60","0.1638","0.3754","0.7350"
"26690","1661421600","60","0.2175","0.3651","0.5738"
"26690","1661425200","60","0.2950","0.5237","1.1238"
"26690","1661428800","60","0.3500","0.7413","2.9213"
"26690","1661432400","60","0.2475","0.3990","1.2675"
"26690","1661436000","60","0.2250","0.3529","0.5212"
